745:1148=0.5992029905319214,1223=0.5413356423377991,3429=0.38103318214416504,720=0.37090641260147095,3751=0.34382861852645874,1=0.3146859109401703,34=0.2865288257598877,1265=0.27697211503982544,608=0.27642014622688293,1136=0.27361539006233215
2809:1636=0.3037305474281311,1364=0.3037305474281311,3336=0.2684624195098877,874=0.24305444955825806,98=0.24283337593078613,67=0.2263873964548111,1519=0.22371868789196014,38=0.22102533280849457,3502=0.21933647990226746,2298=0.2187490165233612
1410:1614=0.25170788168907166,3313=0.23411674797534943,203=0.2314818948507309,218=0.2229524552822113,113=0.219420924782753,1890=0.20246705412864685,46=0.1984257847070694,1711=0.19603167474269867,4=0.19384950399398804,1457=0.18860064446926117
1317:874=0.22385284304618835,1677=0.21520660817623138,275=0.19295257329940796,2999=0.18771904706954956,2760=0.1868952512741089,505=0.18550331890583038,2767=0.1772139072418213,1364=0.17483468353748322,1412=0.16823475062847137,2215=0.16701456904411316
2685:3057=0.4866642653942108,119=0.34783923625946045,3288=0.30037569999694824,1632=0.27512699365615845,3073=0.2599039077758789,2345=0.2386593222618103,3447=0.23676460981369019,3845=0.21675994992256165,3870=0.20394736528396606,3655=0.20344606041908264
1839:2854=0.2084766924381256,2798=0.20806631445884705,1445=0.20232775807380676,1602=0.19861936569213867,2498=0.18866993486881256,520=0.188638374209404,586=0.1825125813484192,1020=0.18192622065544128,1359=0.18166112899780273,7=0.1811639368534088
537:45=0.2544528841972351,3045=0.25401467084884644,509=0.23940972983837128,372=0.23699389398097992,342=0.22943192720413208,3261=0.2291150838136673,2245=0.2276071459054947,218=0.22574245929718018,2321=0.2216469645500183,357=0.21817396581172943
3042:3041=0.3621378540992737,2050=0.3320707082748413,3387=0.3202645778656006,2458=0.3038558065891266,2379=0.29875120520591736,2380=0.28823935985565186,3043=0.28309762477874756,3690=0.2629159688949585,2796=0.2617403268814087,1091=0.26115453243255615
2032:2040=0.29006433486938477,2035=0.2866957485675812,2037=0.2856389582157135,2031=0.2709398567676544,2226=0.2657470107078552,1018=0.26415228843688965,3472=0.2630760967731476,1016=0.24922053515911102,2044=0.24678726494312286,1010=0.22502197325229645
3725:2096=0.2163764238357544,2867=0.2095135897397995,2857=0.2066749483346939,3380=0.19887074828147888,2377=0.19723841547966003,3141=0.19472761452198029,3727=0.18732692301273346,1321=0.18376050889492035,2256=0.18352365493774414,3551=0.18214233219623566
119:1632=0.3636598587036133,2685=0.34783923625946045,525=0.2747659683227539,478=0.24731124937534332,1651=0.24447928369045258,1659=0.21442250907421112,2241=0.20381465554237366,228=0.20215949416160583,124=0.19412901997566223,209=0.1665714830160141
1863:65=0.28308218717575073,174=0.2724117338657379,1445=0.2584613561630249,2335=0.25136497616767883,3120=0.2491787075996399,1461=0.24869365990161896,2953=0.23965759575366974,725=0.23738937079906464,520=0.23625147342681885,2378=0.2334858626127243
3731:2945=0.27917027473449707,3222=0.2702347934246063,2345=0.24580088257789612,2239=0.24507811665534973,3724=0.2420087605714798,2131=0.23915554583072662,3167=0.2388693243265152,3221=0.23620730638504028,2349=0.23143166303634644,3057=0.22917461395263672
964:3122=0.36390188336372375,3642=0.30255502462387085,3644=0.297984778881073,1008=0.28867924213409424,3487=0.2873516380786896,958=0.255476176738739,3074=0.24747875332832336,3628=0.23049290478229523,3365=0.22690653800964355,3368=0.2268202006816864
3073:3057=0.29669544100761414,2685=0.2599039375782013,3379=0.2346559464931488,2079=0.20936083793640137,3870=0.2045540064573288,2067=0.18317930400371552,976=0.17873363196849823,3655=0.17524397373199463,3169=0.17499232292175293,3414=0.16955876350402832
3613:3685=0.2131897360086441,3765=0.2066134214401245,2973=0.20072190463542938,2349=0.19970542192459106,1846=0.19826579093933105,3358=0.19363296031951904,2130=0.19025418162345886,1238=0.187522754073143,1244=0.18744541704654694,3684=0.1872233748435974
2286:3048=0.22443625330924988,2733=0.19971241056919098,3291=0.18823674321174622,3525=0.1771302968263626,2851=0.17244312167167664,2414=0.16112175583839417,1009=0.15969480574131012,2378=0.1592361181974411,3836=0.15744337439537048,2116=0.15633051097393036
447:1164=0.26398181915283203,2545=0.2537126839160919,633=0.2527015805244446,1844=0.24624930322170258,1510=0.23426063358783722,2214=0.23426063358783722,3229=0.23426063358783722,3413=0.23426063358783722,1820=0.23426063358783722,3377=0.23426063358783722
3043:3042=0.28309759497642517,2799=0.28286394476890564,1470=0.2694079577922821,3041=0.2305954247713089,2955=0.22975187003612518,2798=0.22648584842681885,1886=0.2156989872455597,2516=0.20588615536689758,38=0.2033097743988037,2315=0.1982976347208023
3048:2255=0.2993288040161133,3689=0.2898399531841278,3385=0.279887855052948,3041=0.2711029052734375,2134=0.26949772238731384,2378=0.2693755626678467,3688=0.24953922629356384,2111=0.24757181107997894,2796=0.2463720738887787,3690=0.24612312018871307
1857:2703=0.21594473719596863,2215=0.21245068311691284,2258=0.19314682483673096,1164=0.18250659108161926,3570=0.17044086754322052,3239=0.16125212609767914,537=0.15970496833324432,3228=0.15269599854946136,1632=0.15260064601898193,447=0.15176205337047577
3804:1470=0.27277234196662903,2955=0.2675141990184784,847=0.23712599277496338,2368=0.22645540535449982,1886=0.21839267015457153,3807=0.20114140212535858,3689=0.19582845270633698,3042=0.19347725808620453,762=0.18834269046783447,2350=0.18639445304870605
3622:946=0.23827390372753143,3284=0.2222176492214203,2300=0.2174960821866989,921=0.19706155359745026,1292=0.19463756680488586,1963=0.19131635129451752,3507=0.18358732759952545,1078=0.18239252269268036,905=0.18151164054870605,3099=0.18056733906269073
2345:3813=0.28324034810066223,1161=0.2672297954559326,621=0.2618652880191803,3731=0.2458008974790573,3090=0.24393358826637268,2685=0.2386593073606491,3057=0.23728948831558228,3336=0.23490461707115173,3167=0.23431025445461273,2757=0.2276180386543274
3695:3694=0.44819286465644836,2650=0.24109679460525513,3460=0.2223747819662094,1989=0.20716306567192078,1990=0.20544534921646118,3693=0.20240360498428345,2668=0.20073941349983215,3013=0.1955469399690628,2383=0.19008509814739227,3058=0.18991181254386902
2031:2040=0.30536842346191406,2032=0.2709398865699768,2037=0.26750701665878296,2035=0.26247867941856384,2016=0.2325865626335144,641=0.23171378672122955,2044=0.22705908119678497,1018=0.22354908287525177,2055=0.21902911365032196,243=0.1986118108034134
2900:2901=0.3340604603290558,1128=0.31301602721214294,3016=0.3100178837776184,2517=0.3088698387145996,2787=0.3011735677719116,2668=0.29589325189590454,1991=0.28917619585990906,1970=0.2847834527492523,2121=0.2824927866458893,2902=0.2791205644607544
43:2336=0.2803664803504944,1959=0.22679652273654938,2333=0.2197781652212143,2390=0.21801604330539703,1643=0.21332114934921265,272=0.20076437294483185,2690=0.19810843467712402,41=0.195501446723938,1041=0.18828390538692474,302=0.1828320026397705
1484:496=0.23795929551124573,1648=0.23197853565216064,1885=0.20985929667949677,125=0.20657998323440552,1413=0.2058316171169281,562=0.19775515794754028,2171=0.19323137402534485,1594=0.19292984902858734,492=0.1850074827671051,152=0.18005278706550598
2267:422=0.28009673953056335,3557=0.2345115691423416,447=0.23181332647800446,561=0.22635813057422638,92=0.22426490485668182,2419=0.22227711975574493,2561=0.22000636160373688,1332=0.21449261903762817,3810=0.21294204890727997,1003=0.21259088814258575
3431:3432=0.5852254033088684,3434=0.3975878059864044,3433=0.353786438703537,3430=0.33991923928260803,2404=0.29527711868286133,3029=0.283255934715271,2741=0.2773269712924957,3766=0.27616044878959656,2412=0.2739143669605255,2410=0.2735140919685364
1076:1160=0.3107697665691376,396=0.2835239768028259,1510=0.2835239768028259,2214=0.2835239768028259,3229=0.2835239768028259,3413=0.2835239768028259,1820=0.2835239768028259,3377=0.2835239768028259,584=0.2835239768028259,701=0.2835239768028259
325:2382=0.3630494773387909,419=0.3481288254261017,2380=0.3072328269481659,3243=0.3033338785171509,65=0.29979339241981506,2383=0.29814383387565613,88=0.28232282400131226,374=0.28198614716529846,840=0.2753432095050812,2169=0.2745937705039978
1236:149=0.3134276270866394,1904=0.25543978810310364,184=0.2428295612335205,1719=0.22650226950645447,334=0.22512513399124146,501=0.22261139750480652,319=0.21350951492786407,574=0.20930610597133636,247=0.2055613398551941,846=0.20402178168296814
3187:2830=0.4472135901451111,1664=0.3750457465648651,2963=0.24866794049739838,1811=0.2344394028186798,1471=0.22188007831573486,1585=0.21653279662132263,263=0.2086562067270279,3192=0.20190177857875824,1533=0.20190177857875824,3562=0.18090680241584778
263:3295=0.36159130930900574,2538=0.33483055233955383,2503=0.31038540601730347,645=0.3062474727630615,878=0.2916059195995331,2610=0.2766416370868683,1164=0.2464519590139389,1165=0.23328472673892975,398=0.23328472673892975,496=0.22597767412662506
1114:2128=0.3191218376159668,600=0.29117316007614136,1051=0.28147682547569275,3065=0.28143900632858276,1773=0.2730359733104706,159=0.2557564973831177,1601=0.252653032541275,81=0.22358660399913788,2165=0.2180771827697754,1430=0.21107926964759827
1664:758=0.5241423845291138,730=0.5241423845291138,2994=0.5086775422096252,2063=0.452649861574173,729=0.3906726837158203,2850=0.38227012753486633,3187=0.3750457763671875,672=0.3706246316432953,1139=0.3706246316432953,2557=0.32017093896865845
3562:2226=0.33709993958473206,642=0.2696799635887146,1780=0.25826266407966614,3887=0.24061325192451477,1652=0.2187393307685852,3540=0.21670709550380707,3626=0.2155013382434845,2768=0.1869160681962967,114=0.18281811475753784,3187=0.18090680241584778
3716:3715=0.2891402244567871,2468=0.2421104907989502,3714=0.22902630269527435,3393=0.22062580287456512,2815=0.2168724238872528,3710=0.2149943858385086,3391=0.2123931646347046,2134=0.21141833066940308,2855=0.2091722935438156,2255=0.208390474319458
3055:1519=0.239579439163208,3794=0.21855004131793976,2682=0.21478168666362762,1719=0.21382364630699158,2165=0.19916598498821259,3129=0.19692833721637726,1508=0.19656366109848022,1464=0.19045183062553406,1811=0.18986453115940094,3150=0.18907254934310913
3343:2510=0.22660069167613983,664=0.22157756984233856,108=0.21374548971652985,2257=0.213713601231575,2855=0.19564639031887054,3542=0.19466568529605865,2419=0.18690164387226105,375=0.1803770512342453,3780=0.1772436946630478,2911=0.17342200875282288
1533:398=0.28216633200645447,1058=0.27717337012290955,887=0.21899324655532837,389=0.20298567414283752,3187=0.20190177857875824,263=0.19747528433799744,1437=0.19651676714420319,2673=0.19386880099773407,2934=0.18811087310314178,3192=0.18152865767478943
1585:1364=0.24209102988243103,3187=0.21653279662132263,3336=0.2139802724123001,1458=0.20759135484695435,3855=0.20454464852809906,1872=0.19500498473644257,874=0.19372862577438354,98=0.1935524195432663,614=0.1923944503068924,264=0.19072864949703217
2964:1773=0.394745409488678,1868=0.3860137462615967,3295=0.32551535964012146,557=0.31773099303245544,2933=0.27552667260169983,702=0.2457604706287384,501=0.23928414285182953,190=0.22093544900417328,2679=0.20849671959877014,3056=0.2003408521413803
2830:666=0.6326635479927063,1510=0.5,2214=0.5,3229=0.5,3413=0.5,1820=0.5,3377=0.5,584=0.5,701=0.5,827=0.5
1471:3187=0.22188007831573486,3419=0.21591675281524658,137=0.2004956603050232,2626=0.19266825914382935,3854=0.18864917755126953,2963=0.1724202036857605,1844=0.16949713230133057,3568=0.16464950144290924,59=0.16286557912826538,1423=0.15626908838748932
662:3686=0.2658299207687378,1798=0.2633301019668579,132=0.2631089389324188,490=0.25716641545295715,3249=0.25514647364616394,1598=0.25424638390541077,782=0.2538645565509796,61=0.25120702385902405,3063=0.25096267461776733,2338=0.25062283873558044
700:333=0.24929280579090118,180=0.22008349001407623,2500=0.21334899961948395,104=0.21138226985931396,450=0.2108592987060547,585=0.20934881269931793,2124=0.204065203666687,818=0.19968053698539734,524=0.19743122160434723,216=0.19680367410182953
2569:1115=0.2553769648075104,3321=0.2553769648075104,2584=0.2553769648075104,1852=0.2553769648075104,601=0.2553769648075104,859=0.2553769648075104,2235=0.2553769648075104,3220=0.2553769648075104,1118=0.2553769648075104,895=0.2553769648075104
2062:2570=0.2715590298175812,2801=0.2243138700723648,1643=0.20624694228172302,2226=0.20395426452159882,1733=0.19807901978492737,1829=0.18858122825622559,1542=0.18659698963165283,1417=0.18525400757789612,2171=0.18521811068058014,1683=0.18388667702674866
3851:2192=0.24901524186134338,3794=0.21158498525619507,2773=0.19672678411006927,792=0.18793639540672302,3151=0.18793639540672302,398=0.18793639540672302,3800=0.18428680300712585,582=0.16611388325691223,1139=0.16611388325691223,136=0.1650296002626419
2839:3151=0.3392755687236786,878=0.3392755687236786,3336=0.23990406095981598,1596=0.204207643866539,3295=0.2035653442144394,1519=0.19992005825042725,3241=0.18030214309692383,2192=0.17981569468975067,496=0.17658731341362,2894=0.17184382677078247
1150:2919=0.2730361521244049,1131=0.26771774888038635,1185=0.25735604763031006,1264=0.25185370445251465,3067=0.24875584244728088,2349=0.24837332963943481,1295=0.23926067352294922,1186=0.23117125034332275,1217=0.22698837518692017,1296=0.22581376135349274
3813:2131=0.300529420375824,1161=0.2957034409046173,2345=0.28324034810066223,2738=0.2683955132961273,3333=0.2531701922416687,2932=0.24681468307971954,3724=0.23720955848693848,1728=0.22638419270515442,3812=0.22614704072475433,3789=0.22267289459705353
2075:3134=0.24632030725479126,978=0.22948823869228363,2970=0.22087962925434113,2303=0.2084064930677414,1251=0.20694540441036224,1150=0.20673789083957672,2349=0.20493684709072113,1096=0.20428434014320374,3742=0.20262859761714935,2130=0.20210644602775574
3544:518=0.19320575892925262,429=0.18643410503864288,1884=0.1854773908853531,1405=0.18527986109256744,3760=0.18481282889842987,1732=0.18395835161209106,1120=0.1772691160440445,471=0.17365144193172455,3254=0.17254148423671722,1663=0.17231591045856476
128:3609=0.34221798181533813,3084=0.2780192196369171,363=0.24771040678024292,776=0.21709652245044708,2897=0.20851440727710724,1169=0.20471139252185822,2538=0.19465237855911255,1534=0.18316124379634857,3303=0.182528555393219,2330=0.18248213827610016
2897:3532=0.2773904502391815,402=0.2666666805744171,3292=0.26259517669677734,1534=0.2600094974040985,1572=0.24728655815124512,1369=0.24311590194702148,136=0.23416376113891602,935=0.2277786284685135,970=0.2269010990858078,3140=0.22283440828323364
1508:3518=0.2671600878238678,993=0.2447570413351059,264=0.23459865152835846,2850=0.23165306448936462,1121=0.231469988822937,997=0.22863270342350006,882=0.22140400111675262,3828=0.2166631668806076,1668=0.21645280718803406,229=0.2124825417995453
3749:3151=0.3348247706890106,3854=0.275842547416687,331=0.2586013078689575,659=0.24965998530387878,2904=0.24438004195690155,2557=0.23725107312202454,2732=0.23329532146453857,190=0.23189178109169006,682=0.2217431217432022,167=0.21795235574245453
3830:3722=0.2998126745223999,3850=0.2979789078235626,3908=0.24636387825012207,2844=0.22855831682682037,792=0.22485950589179993,3800=0.2204928696155548,3490=0.21500681340694427,2895=0.2119995802640915,3575=0.1998751163482666,2446=0.18965768814086914
3577:3707=0.25685662031173706,3449=0.22130359709262848,2592=0.20254787802696228,2786=0.2005179524421692,2458=0.19523073732852936,2867=0.19494056701660156,2928=0.19419001042842865,1298=0.19330640137195587,3112=0.1921008825302124,3496=0.18979915976524353
77:3828=0.2498244047164917,526=0.24347634613513947,3495=0.21965013444423676,108=0.21850711107254028,3679=0.21431733667850494,1714=0.20601047575473785,2960=0.2020098865032196,766=0.20143945515155792,1483=0.20075589418411255,2348=0.1964973360300064
2732:2731=0.3607921302318573,3134=0.320827841758728,154=0.3020809590816498,3089=0.2752538025379181,1251=0.27295780181884766,3742=0.272134006023407,3201=0.27042514085769653,1237=0.26109567284584045,978=0.2527839243412018,2303=0.2510741949081421
751:3119=0.3599078953266144,1360=0.3341660797595978,793=0.3225703835487366,3493=0.2544932961463928,2342=0.24916701018810272,2937=0.24063773453235626,1504=0.238961860537529,3532=0.23439522087574005,1572=0.22627215087413788,578=0.2248326539993286
3854:3749=0.2758425176143646,2545=0.2638142704963684,3902=0.25609123706817627,2837=0.2388213872909546,2127=0.22672808170318604,137=0.22194945812225342,3571=0.21793420612812042,3903=0.2152007818222046,167=0.21451006829738617,1444=0.21208469569683075
2008:814=0.423999160528183,1102=0.3615877032279968,2592=0.31799936294555664,744=0.25496670603752136,1622=0.23223388195037842,2703=0.2119995802640915,1636=0.16959966719150543,1679=0.1631973534822464,184=0.15539923310279846,1770=0.15066154301166534
2069:1124=0.27706533670425415,2243=0.25810205936431885,1962=0.25131452083587646,3111=0.24922694265842438,1958=0.2470247596502304,3112=0.24629062414169312,2739=0.238982692360878,1956=0.23531165719032288,1096=0.22936861217021942,2065=0.22898848354816437
